Date,Open,High,Low,Close,Adjusted_Close,Volume
10/29/1991,0.459821,0.464286,0.453125,0.462054,0.37259,101236800
10/30/1991,0.464286,0.470982,0.441964,0.444196,0.35819,148243200
10/31/1991,0.453125,0.462054,0.446429,0.459821,0.37079,231806400
11/01/1991,0.457589,0.464286,0.450893,0.455357,0.36719,201264000
11/04/1991,0.453125,0.453125,0.433036,0.444196,0.35819,195294400
11/05/1991,0.444196,0.450893,0.435268,0.435268,0.350991,215600000
11/06/1991,0.4375,0.439732,0.424107,0.428571,0.34559,236790400
11/07/1991,0.433036,0.450893,0.430804,0.444196,0.35819,296732800
11/08/1991,0.457589,0.479911,0.455357,0.475446,0.383389,375827200
11/11/1991,0.477679,0.486607,0.475446,0.479911,0.38699,164942400
11/12/1991,0.484375,0.488839,0.479911,0.486607,0.392389,166689600
11/13/1991,0.482143,0.486607,0.477679,0.483259,0.38969,185920000
11/14/1991,0.484375,0.493304,0.482143,0.488839,0.394189,188003200
11/15/1991,0.486607,0.488839,0.444196,0.446429,0.359991,256950400
11/18/1991,0.446429,0.46875,0.446429,0.465402,0.376193,238739200
11/19/1991,0.462054,0.462054,0.444196,0.457589,0.369877,285488000
11/20/1991,0.457589,0.464286,0.448661,0.450893,0.364465,168100800
11/21/1991,0.450893,0.462054,0.450893,0.455357,0.368073,106814400
11/22/1991,0.455357,0.462054,0.448661,0.457589,0.369877,97843200
11/25/1991,0.455357,0.466518,0.455357,0.457589,0.369877,78433600
11/26/1991,0.459821,0.464286,0.446429,0.459821,0.371681,139272000
11/27/1991,0.457589,0.459821,0.450893,0.455357,0.368073,63235200
11/29/1991,0.450893,0.459821,0.450893,0.453125,0.366269,34092800
12/02/1991,0.453125,0.464286,0.446429,0.462054,0.373486,118899200
12/03/1991,0.464286,0.464286,0.448661,0.450893,0.364465,102860800
12/04/1991,0.453125,0.453125,0.446429,0.450893,0.364465,80550400
12/05/1991,0.450893,0.455357,0.439732,0.446429,0.360856,99198400
12/06/1991,0.441964,0.444196,0.433036,0.435268,0.351835,196985600
12/09/1991,0.4375,0.446429,0.435268,0.438616,0.354541,97832000
12/10/1991,0.4375,0.441964,0.433036,0.438616,0.354541,122617600
12/11/1991,0.439732,0.444196,0.433036,0.4375,0.353639,84560000
12/12/1991,0.440848,0.444196,0.4375,0.440848,0.356345,91750400
12/13/1991,0.444196,0.453125,0.444196,0.449777,0.363563,95121600
12/16/1991,0.449777,0.453125,0.446429,0.450893,0.364465,77190400
12/17/1991,0.450893,0.455357,0.448661,0.450893,0.364465,97843200
12/18/1991,0.448661,0.464286,0.446429,0.462054,0.373486,186603200
12/19/1991,0.457589,0.462054,0.453125,0.453125,0.366269,115326400
12/20/1991,0.457589,0.459821,0.448661,0.448661,0.36266,128184000
12/23/1991,0.450893,0.462054,0.446429,0.459821,0.371681,103163200
12/24/1991,0.464286,0.479911,0.462054,0.466518,0.377095,188563200
12/26/1991,0.470982,0.491071,0.466518,0.489955,0.396039,134500800
12/27/1991,0.488839,0.497768,0.486607,0.491071,0.396941,167742400
12/30/1991,0.491071,0.511161,0.491071,0.506696,0.409571,183646400
12/31/1991,0.512277,0.517857,0.5,0.503348,0.406865,134030400
01/02/1992,0.497768,0.533482,0.495536,0.53125,0.429419,233632000
01/03/1992,0.535714,0.537946,0.520089,0.526786,0.42581,190254400
01/06/1992,0.524554,0.526786,0.515625,0.517857,0.418593,114240000
01/07/1992,0.513393,0.53125,0.513393,0.527902,0.426712,141467200
01/08/1992,0.522321,0.546875,0.522321,0.540179,0.436636,232747200
01/09/1992,0.540179,0.555804,0.537946,0.555804,0.449266,208510400
01/10/1992,0.549107,0.558036,0.544643,0.555804,0.449266,196224000
1/13/1992,0.555804,0.560268,0.549107,0.553571,0.447461,107856000
1/14/1992,0.555804,0.578125,0.555804,0.575893,0.465504,273806400
1/15/1992,0.575893,0.580357,0.5625,0.566964,0.458287,325740800
1/16/1992,0.569196,0.573661,0.558036,0.560268,0.452874,293529600
1/17/1992,0.604911,0.616071,0.578125,0.578125,0.467308,848355200
1/20/1992,0.575893,0.582589,0.571429,0.571429,0.461896,209664000
1/21/1992,0.573661,0.573661,0.544643,0.545759,0.441147,194084800
1/22/1992,0.549107,0.569196,0.546875,0.566964,0.458287,183680000
1/23/1992,0.573661,0.578125,0.5625,0.575893,0.465504,138353600
1/24/1992,0.575893,0.587054,0.571429,0.577009,0.466406,177609600
1/27/1992,0.578125,0.582589,0.573661,0.575893,0.465504,83451200
1/28/1992,0.578125,0.583705,0.5625,0.582589,0.470917,173723200
1/29/1992,0.578125,0.587054,0.564732,0.564732,0.456483,144558400
1/30/1992,0.566964,0.569196,0.560268,0.569196,0.460091,87113600
1/31/1992,0.571429,0.582589,0.566964,0.578125,0.467308,144558400
02/03/1992,0.578125,0.591518,0.575893,0.587054,0.474526,158132800
02/04/1992,0.587054,0.591518,0.580357,0.587054,0.474526,192931200
02/05/1992,0.591518,0.595982,0.581473,0.590402,0.477232,161504000
02/06/1992,0.587054,0.589286,0.571429,0.572545,0.462798,93139200
02/07/1992,0.573661,0.578125,0.560268,0.571429,0.461896,147537600
02/10/1992,0.571429,0.573661,0.5625,0.563616,0.455581,86441600
02/11/1992,0.5625,0.569196,0.555804,0.561384,0.453776,122012800
02/12/1992,0.569196,0.584821,0.5625,0.582589,0.470917,137961600
2/13/1992,0.582589,0.582589,0.569196,0.573661,0.4637,76014400
2/14/1992,0.569196,0.573661,0.564732,0.572545,0.463664,72587200
2/18/1992,0.573661,0.575893,0.560268,0.560268,0.453721,68353600
2/19/1992,0.560268,0.5625,0.551339,0.553571,0.448298,95670400
2/20/1992,0.558036,0.578125,0.555804,0.577009,0.467279,130860800
2/21/1992,0.578125,0.584821,0.575893,0.580357,0.46999,151580800
2/24/1992,0.591518,0.59375,0.587054,0.590402,0.478125,171404800
2/25/1992,0.591518,0.611607,0.582589,0.611607,0.495297,227214400
2/26/1992,0.609375,0.625,0.609375,0.623884,0.50524,229084800
2/27/1992,0.625,0.625,0.607143,0.611607,0.495297,122169600
2/28/1992,0.611607,0.616071,0.598214,0.602679,0.488067,90395200
03/02/1992,0.604911,0.611607,0.600446,0.600446,0.486259,89252800
03/03/1992,0.604911,0.607143,0.591518,0.592634,0.479932,99276800
03/04/1992,0.591518,0.595982,0.578125,0.580357,0.46999,115371200
03/05/1992,0.575893,0.584821,0.5625,0.566964,0.459144,236723200
03/06/1992,0.566964,0.571429,0.5625,0.571429,0.46276,134288000
03/09/1992,0.569196,0.573661,0.566964,0.569196,0.460952,108942400
03/10/1992,0.571429,0.578125,0.569196,0.569196,0.460952,122696000
03/11/1992,0.569196,0.573661,0.5625,0.564732,0.457337,131656000
03/12/1992,0.564732,0.569196,0.549107,0.560268,0.453721,152902400
3/13/1992,0.564732,0.569196,0.553571,0.563616,0.456433,79184000
3/16/1992,0.560268,0.566964,0.551339,0.565848,0.45824,56291200
3/17/1992,0.566964,0.569196,0.560268,0.561384,0.454625,85097600
3/18/1992,0.564732,0.571429,0.5625,0.569196,0.460952,81032000
3/19/1992,0.569196,0.569196,0.560268,0.5625,0.455529,118518400
3/20/1992,0.5625,0.564732,0.5625,0.564732,0.457337,54163200
3/23/1992,0.5625,0.569196,0.5625,0.5625,0.455529,50075200
3/24/1992,0.566964,0.580357,0.564732,0.580357,0.46999,209417600
3/25/1992,0.580357,0.580357,0.573661,0.575893,0.466375,121553600
3/26/1992,0.578125,0.582589,0.569196,0.571429,0.46276,123020800
3/27/1992,0.570313,0.571429,0.540179,0.544643,0.441068,264532800
3/30/1992,0.546875,0.546875,0.515625,0.518973,0.42028,339035200
3/31/1992,0.520089,0.533482,0.517857,0.520089,0.421183,212632000
04/01/1992,0.511161,0.529018,0.511161,0.526786,0.426607,159656000
04/02/1992,0.526786,0.53125,0.521205,0.524554,0.424799,133974400
04/03/1992,0.524554,0.529018,0.522321,0.526786,0.426607,116457600
04/06/1992,0.526786,0.544643,0.526786,0.542411,0.43926,101987200
04/07/1992,0.544643,0.546875,0.511161,0.511161,0.413953,230216000
04/08/1992,0.508929,0.508929,0.488839,0.498884,0.404011,367024000
04/09/1992,0.5,0.520089,0.493304,0.511161,0.413953,192136000
04/10/1992,0.511161,0.513393,0.491071,0.495536,0.4013,274064000
4/13/1992,0.495536,0.506696,0.493304,0.504464,0.40853,122830400
4/14/1992,0.515625,0.529018,0.511161,0.524554,0.424799,144401600
4/15/1992,0.517857,0.543527,0.513393,0.540179,0.437453,217358400
4/16/1992,0.537946,0.542411,0.522321,0.526786,0.426607,258686400
4/20/1992,0.526786,0.526786,0.5,0.506696,0.410337,206046400
4/21/1992,0.508929,0.511161,0.5,0.502232,0.406722,180364800
4/22/1992,0.502232,0.517857,0.502232,0.514509,0.416665,171528000
4/23/1992,0.513393,0.520089,0.5,0.508929,0.412146,182817600
4/24/1992,0.508929,0.520089,0.5,0.504464,0.40853,98280000
4/27/1992,0.5,0.502232,0.491071,0.497768,0.403107,140268800
4/28/1992,0.493304,0.497768,0.473214,0.484375,0.392261,174126400
4/29/1992,0.484375,0.508929,0.484375,0.508929,0.412146,198900800
4/30/1992,0.511161,0.537946,0.504464,0.53683,0.434741,260265600
05/01/1992,0.535714,0.542411,0.520089,0.529018,0.428414,134377600
05/04/1992,0.53125,0.546875,0.529018,0.540179,0.437453,123233600
05/05/1992,0.540179,0.541295,0.53125,0.540179,0.437453,180084800
05/06/1992,0.542411,0.554688,0.540179,0.551339,0.446491,177990400
05/07/1992,0.549107,0.555804,0.540179,0.542411,0.43926,172356800
05/08/1992,0.549107,0.561384,0.544643,0.553571,0.448298,198699200
05/11/1992,0.553571,0.560268,0.549107,0.555804,0.450106,90899200
05/12/1992,0.555804,0.5625,0.551339,0.555804,0.450106,77044800
5/13/1992,0.558036,0.564732,0.555804,0.560268,0.453721,97473600
5/14/1992,0.560268,0.5625,0.537946,0.547991,0.443779,156923200
5/15/1992,0.544643,0.546875,0.540179,0.541295,0.438356,121307200
5/18/1992,0.549107,0.549107,0.535714,0.539063,0.436549,129091200
5/19/1992,0.542411,0.542411,0.526786,0.530134,0.429318,131678400
5/20/1992,0.533482,0.537946,0.529018,0.535714,0.433837,173208000
5/21/1992,0.537946,0.537946,0.524554,0.527902,0.42751,137692800
5/22/1992,0.526786,0.533482,0.526786,0.53125,0.430222,46468800
5/26/1992,0.53125,0.533482,0.524554,0.529018,0.428414,95614400
5/27/1992,0.529018,0.537946,0.526786,0.537946,0.435645,154089600
5/28/1992,0.535714,0.537946,0.526786,0.53125,0.430222,127243200
5/29/1992,0.533482,0.541295,0.53125,0.533482,0.432029,178248000
06/01/1992,0.511161,0.53125,0.5,0.513393,0.416597,248046400
06/02/1992,0.513393,0.513393,0.502232,0.504464,0.409351,155680000
06/03/1992,0.504464,0.504464,0.482143,0.483259,0.392145,300574400
06/04/1992,0.484375,0.488839,0.477679,0.486607,0.394861,180152000
06/05/1992,0.488839,0.493304,0.484375,0.489955,0.397578,112728000
06/08/1992,0.491071,0.491071,0.482143,0.484375,0.39305,104339200
06/09/1992,0.484375,0.484375,0.477679,0.482143,0.391239,101281600
06/10/1992,0.482143,0.488839,0.477679,0.479911,0.389428,126604800
06/11/1992,0.479911,0.484375,0.477679,0.481027,0.390333,140515200
06/12/1992,0.486607,0.491071,0.484375,0.487723,0.395767,96510400
6/15/1992,0.482143,0.482143,0.46875,0.469866,0.381277,189190400
6/16/1992,0.462054,0.464286,0.435268,0.439732,0.356824,365355200
6/17/1992,0.4375,0.439732,0.419643,0.424107,0.344145,304248000
6/18/1992,0.424107,0.4375,0.399554,0.404018,0.327844,433720000
6/19/1992,0.410714,0.410714,0.390625,0.399554,0.324221,427436800
6/22/1992,0.392857,0.399554,0.381696,0.395089,0.320598,389939200
6/23/1992,0.401786,0.40625,0.397321,0.404018,0.327844,311550400
6/24/1992,0.40625,0.410714,0.404018,0.410714,0.333277,211064000
6/25/1992,0.415179,0.415179,0.404018,0.407366,0.330561,160608000
6/26/1992,0.408482,0.410714,0.397321,0.404018,0.327844,110364800
6/29/1992,0.408482,0.420759,0.404018,0.417411,0.338712,188428800
6/30/1992,0.417411,0.430804,0.415179,0.428571,0.347768,193345600
07/01/1992,0.428571,0.441964,0.426339,0.4375,0.355013,143528000
07/02/1992,0.4375,0.4375,0.408482,0.412946,0.335088,256648000
07/06/1992,0.415179,0.417411,0.40625,0.412946,0.335088,122001600
07/07/1992,0.412946,0.412946,0.388393,0.395089,0.320598,207088000
07/08/1992,0.392857,0.408482,0.392857,0.408482,0.331466,195955200
07/09/1992,0.410714,0.415179,0.408482,0.409598,0.332372,165793600
07/10/1992,0.410714,0.412946,0.40067,0.408482,0.331466,143796800
7/13/1992,0.408482,0.420759,0.404018,0.419643,0.340523,125563200
7/14/1992,0.419643,0.428571,0.419643,0.424107,0.344145,125988800
7/15/1992,0.424107,0.4375,0.421875,0.428571,0.347768,174462400
7/16/1992,0.426339,0.4375,0.421875,0.435268,0.353202,139798400
7/17/1992,0.401786,0.410714,0.398438,0.401786,0.326033,423640000
7/20/1992,0.399554,0.404018,0.392857,0.399554,0.324221,192124800
7/21/1992,0.40625,0.412946,0.401786,0.408482,0.331466,131947200
7/22/1992,0.404018,0.40625,0.392857,0.395089,0.320598,161974400
7/23/1992,0.397321,0.399554,0.390625,0.399554,0.324221,171516800
7/24/1992,0.397321,0.412946,0.392857,0.409598,0.332372,134971200
7/27/1992,0.408482,0.415179,0.404018,0.404018,0.327844,2396800
7/28/1992,0.40625,0.415179,0.404018,0.415179,0.3369,134243200
7/29/1992,0.416295,0.426339,0.415179,0.421875,0.342334,250768000
7/30/1992,0.421875,0.424107,0.417411,0.421875,0.342334,137894400
7/31/1992,0.421875,0.424107,0.417411,0.417411,0.338712,90708800
08/03/1992,0.417411,0.421875,0.40625,0.408482,0.331466,68544000
08/04/1992,0.401786,0.408482,0.399554,0.40625,0.329655,119716800
08/05/1992,0.40625,0.40625,0.397321,0.399554,0.324221,139260800
08/06/1992,0.395089,0.397321,0.381696,0.392857,0.318787,257969600
08/07/1992,0.375,0.390625,0.370536,0.387277,0.314259,219161600
08/10/1992,0.386161,0.397321,0.383929,0.393973,0.319693,91448000
08/11/1992,0.397321,0.397321,0.383929,0.388393,0.315165,121307200
08/12/1992,0.390625,0.395089,0.386161,0.393973,0.319693,121385600
8/13/1992,0.397321,0.40625,0.395089,0.399554,0.324221,170990400
8/14/1992,0.401786,0.404018,0.397321,0.399554,0.324221,136102400
8/17/1992,0.395089,0.399554,0.390625,0.399554,0.325093,128710400
8/18/1992,0.397321,0.404018,0.397321,0.399554,0.325093,112313600
8/19/1992,0.398438,0.404018,0.397321,0.397321,0.323276,170542400
8/20/1992,0.399554,0.401786,0.395089,0.399554,0.325093,108908800
8/21/1992,0.399554,0.404018,0.392857,0.398438,0.324185,109468800
8/24/1992,0.395089,0.399554,0.386161,0.386161,0.314196,152174400
8/25/1992,0.386161,0.397321,0.386161,0.396205,0.322368,132361600
8/26/1992,0.395089,0.397321,0.386161,0.395089,0.32146,121060800
8/27/1992,0.399554,0.402902,0.395089,0.397321,0.323276,82745600
8/28/1992,0.395089,0.404018,0.392857,0.401786,0.326909,61241600
8/31/1992,0.401786,0.412946,0.399554,0.410714,0.334173,121116800
09/01/1992,0.412946,0.415179,0.408482,0.415179,0.337806,60289600
09/02/1992,0.415179,0.435268,0.415179,0.433036,0.352335,189896000
09/03/1992,0.4375,0.439732,0.426339,0.426339,0.346886,211859200
09/04/1992,0.430804,0.430804,0.417411,0.421875,0.343254,63235200
09/08/1992,0.417411,0.428571,0.415179,0.426339,0.346886,70000000
09/09/1992,0.428571,0.439732,0.426339,0.4375,0.355967,157203200
09/10/1992,0.428571,0.441964,0.424107,0.439732,0.357783,228177600
09/11/1992,0.4375,0.439732,0.424107,0.425223,0.345978,179883200
9/14/1992,0.4375,0.446429,0.433036,0.441964,0.359599,214681600
9/15/1992,0.439732,0.439732,0.426339,0.430804,0.350519,218523200
9/16/1992,0.426339,0.430804,0.415179,0.419643,0.341438,178718400
9/17/1992,0.421875,0.421875,0.405134,0.410714,0.334173,172435200
9/18/1992,0.408482,0.418527,0.404018,0.415179,0.337806,115606400
9/21/1992,0.417411,0.426339,0.412946,0.415179,0.337806,89678400
9/22/1992,0.417411,0.417411,0.404018,0.408482,0.332357,111540800
9/23/1992,0.410714,0.424107,0.40625,0.424107,0.34507,123972800
9/24/1992,0.421875,0.426339,0.412946,0.412946,0.335989,125652800
9/25/1992,0.412946,0.415179,0.404018,0.40625,0.330541,137468800
9/28/1992,0.401786,0.401786,0.390625,0.399554,0.325093,149520000
9/29/1992,0.397321,0.40625,0.392857,0.40067,0.326001,157270400
9/30/1992,0.401786,0.40625,0.397321,0.402902,0.327817,100049600
10/01/1992,0.399554,0.402902,0.395089,0.395089,0.32146,122729600
10/02/1992,0.397321,0.399554,0.383929,0.390625,0.317828,113545600
10/05/1992,0.386161,0.390625,0.370536,0.388393,0.316012,264958400
10/06/1992,0.390625,0.401786,0.381696,0.399554,0.325093,113444800
10/07/1992,0.401786,0.404018,0.388393,0.390625,0.317828,113310400
10/08/1992,0.392857,0.395089,0.383929,0.388393,0.316012,126974400
10/09/1992,0.388393,0.392857,0.383929,0.387277,0.315104,58744000
10/12/1992,0.386161,0.395089,0.386161,0.392857,0.319644,71635200
10/13/1992,0.399554,0.410714,0.392857,0.405134,0.329633,147179200
10/14/1992,0.404018,0.412946,0.401786,0.410714,0.334173,95726400
10/15/1992,0.408482,0.410714,0.404018,0.40625,0.330541,75420800
10/16/1992,0.417411,0.441964,0.415179,0.4375,0.355967,451348800
10/19/1992,0.4375,0.439732,0.433036,0.4375,0.355967,196044800
10/20/1992,0.4375,0.446429,0.433036,0.438616,0.356875,287246400
10/21/1992,0.439732,0.441964,0.428571,0.433036,0.352335,114251200
10/22/1992,0.433036,0.439732,0.430804,0.435268,0.354151,84470400
10/23/1992,0.439732,0.441964,0.430804,0.435268,0.354151,91425600
10/26/1992,0.435268,0.459821,0.433036,0.459821,0.374128,250689600
10/27/1992,0.459821,0.46875,0.455357,0.459821,0.374128,211960000
10/28/1992,0.457589,0.470982,0.453125,0.466518,0.379577,196593600
10/29/1992,0.466518,0.482143,0.459821,0.475446,0.386842,213897600
10/30/1992,0.477679,0.477679,0.464286,0.46875,0.381393,129830400
11/02/1992,0.46875,0.470982,0.462054,0.466518,0.379577,170094400
11/03/1992,0.46875,0.46875,0.459821,0.464286,0.377761,112750400
11/04/1992,0.464286,0.470982,0.464286,0.46875,0.381393,141960000
11/05/1992,0.46875,0.491071,0.46875,0.491071,0.399555,298054400
11/06/1992,0.488839,0.504464,0.488839,0.497768,0.405004,263972800
11/09/1992,0.5,0.5,0.488839,0.493304,0.401371,112929600
11/10/1992,0.491071,0.504464,0.488839,0.502232,0.408636,122225600
11/11/1992,0.504464,0.520089,0.502232,0.506696,0.412268,140425600
11/12/1992,0.508929,0.513393,0.503348,0.507813,0.413177,107598400
11/13/1992,0.508929,0.511161,0.5,0.502232,0.408636,84750400
11/16/1992,0.502232,0.515625,0.5,0.512277,0.416809,67547200
11/17/1992,0.511161,0.513393,0.489955,0.493304,0.401371,168806400
11/18/1992,0.5,0.520089,0.495536,0.515625,0.419533,304808000
11/19/1992,0.515625,0.53125,0.515625,0.520089,0.423165,240542400
11/20/1992,0.522321,0.524554,0.508929,0.513393,0.417717,155489600
11/23/1992,0.504464,0.508929,0.502232,0.506696,0.412268,152723200
11/24/1992,0.508929,0.513393,0.504464,0.513393,0.417717,156822400
11/25/1992,0.508929,0.511161,0.5,0.504464,0.410452,117342400
11/27/1992,0.504464,0.511161,0.502232,0.504464,0.410452,47196800
11/30/1992,0.502232,0.513393,0.496652,0.513393,0.418606,160507200
12/01/1992,0.511161,0.526786,0.506696,0.520089,0.424065,130144000
12/02/1992,0.520089,0.522321,0.508929,0.511161,0.416786,97776000
12/03/1992,0.504464,0.514509,0.501116,0.513393,0.418606,187588800
12/04/1992,0.511161,0.513393,0.504464,0.507813,0.414056,95782400
12/07/1992,0.506696,0.515625,0.506696,0.515625,0.420425,144222400
12/08/1992,0.515625,0.524554,0.515625,0.518973,0.423155,196638400
12/09/1992,0.515625,0.517857,0.511161,0.514509,0.419515,159409600
12/10/1992,0.511161,0.514509,0.504464,0.511161,0.416786,140190400
12/11/1992,0.511161,0.520089,0.511161,0.513393,0.418606,120187200
12/14/1992,0.513393,0.515625,0.506696,0.511161,0.416786,110510400
12/15/1992,0.506696,0.508929,0.495536,0.503348,0.410415,182537600
12/16/1992,0.502232,0.508929,0.486607,0.491071,0.400405,225926400
12/17/1992,0.493304,0.513393,0.493304,0.507813,0.414056,233867200
12/18/1992,0.513393,0.529018,0.511161,0.520089,0.424065,235457600
12/21/1992,0.520089,0.535714,0.517857,0.532366,0.434075,256065600
12/22/1992,0.533482,0.546875,0.533482,0.541295,0.441356,280168000
12/23/1992,0.537946,0.540179,0.529018,0.533482,0.434986,112336000
12/24/1992,0.535714,0.535714,0.526786,0.526786,0.429526,45964800
12/28/1992,0.529018,0.533482,0.529018,0.53125,0.433165,70448000
12/29/1992,0.53125,0.542411,0.53125,0.532366,0.434075,116278400
12/30/1992,0.533482,0.533482,0.524554,0.524554,0.427706,100587200
12/31/1992,0.524554,0.535714,0.524554,0.533482,0.434986,92232000
01/04/1993,0.53125,0.535714,0.515625,0.520089,0.424065,129136000
01/05/1993,0.517857,0.529018,0.511161,0.529018,0.431346,186256000
01/06/1993,0.542411,0.553571,0.540179,0.551339,0.449546,281400000
01/07/1993,0.551339,0.558036,0.541295,0.544643,0.444086,272137600
01/08/1993,0.542411,0.5625,0.533482,0.555804,0.453186,320936000
01/11/1993,0.553571,0.574777,0.551339,0.572545,0.466836,273728000
01/12/1993,0.560268,0.569196,0.549107,0.549107,0.447726,346158400
1/13/1993,0.549107,0.571429,0.546875,0.566964,0.462286,199640000
1/14/1993,0.571429,0.582589,0.569196,0.580357,0.473206,367808000
1/15/1993,0.544643,0.555804,0.535714,0.537946,0.438625,902630400
1/18/1993,0.53125,0.535714,0.517857,0.53125,0.433165,333636800
1/19/1993,0.533482,0.540179,0.529018,0.533482,0.434986,274041600
1/20/1993,0.533482,0.537946,0.53125,0.535714,0.436805,158737600
1/21/1993,0.533482,0.537946,0.524554,0.535714,0.436805,184419200
1/22/1993,0.537946,0.537946,0.526786,0.53125,0.433165,146944000
1/25/1993,0.529018,0.540179,0.529018,0.535714,0.436805,202272000
1/26/1993,0.540179,0.553571,0.540179,0.542411,0.442266,285622400
1/27/1993,0.544643,0.551339,0.524554,0.537946,0.438625,226620800
1/28/1993,0.535714,0.537946,0.529018,0.534598,0.435895,184038400
1/29/1993,0.537946,0.546875,0.526786,0.53125,0.433165,266100800
02/01/1993,0.529018,0.546875,0.529018,0.546875,0.445906,240553600
02/02/1993,0.542411,0.549107,0.537946,0.537946,0.438625,182336000
02/03/1993,0.544643,0.544643,0.522321,0.535714,0.436805,264185600
02/04/1993,0.535714,0.537946,0.526786,0.53125,0.433165,208152000
02/05/1993,0.529018,0.53125,0.502232,0.511161,0.416786,367617600
02/08/1993,0.508929,0.513393,0.495536,0.504464,0.411325,281075200
02/09/1993,0.508929,0.512277,0.504464,0.507813,0.414056,238660800
02/10/1993,0.508929,0.511161,0.491071,0.497768,0.405865,268284800
02/11/1993,0.497768,0.502232,0.491071,0.492188,0.401316,168268800
02/12/1993,0.491071,0.495536,0.479911,0.481027,0.393071,275396800
2/16/1993,0.477679,0.477679,0.459821,0.473214,0.386686,407736000
2/17/1993,0.475446,0.482143,0.464286,0.481027,0.393071,249580800
2/18/1993,0.491071,0.493304,0.477679,0.491071,0.401278,280123200
2/19/1993,0.493304,0.495536,0.488839,0.491071,0.401278,177800000
2/22/1993,0.491071,0.5,0.488839,0.492188,0.402191,98761600
2/23/1993,0.491071,0.493304,0.482143,0.484375,0.395806,194073600
2/24/1993,0.465402,0.481027,0.465402,0.478795,0.391247,286563200
2/25/1993,0.475446,0.488839,0.475446,0.488839,0.399454,167227200
2/26/1993,0.484375,0.484375,0.466518,0.473214,0.386686,294884800
03/01/1993,0.473214,0.477679,0.470982,0.475446,0.38851,119302400
03/02/1993,0.473214,0.486607,0.473214,0.484375,0.395806,147694400
03/03/1993,0.482143,0.491071,0.475446,0.487723,0.398542,202697600
03/04/1993,0.486607,0.493304,0.477679,0.491071,0.401278,188339200
03/05/1993,0.488839,0.497768,0.488839,0.491071,0.401278,111619200
03/08/1993,0.491071,0.506696,0.491071,0.504464,0.412222,177004800
03/09/1993,0.504464,0.513393,0.504464,0.506696,0.414046,154828800
03/10/1993,0.506696,0.511161,0.5,0.506696,0.414046,132496000
03/11/1993,0.508929,0.511161,0.502232,0.507813,0.414959,144614400
03/12/1993,0.506696,0.506696,0.495536,0.502232,0.410398,126694400
3/15/1993,0.5,0.511161,0.49442,0.508929,0.415871,136035200
3/16/1993,0.511161,0.515625,0.504464,0.504464,0.412222,101281600
3/17/1993,0.504464,0.508929,0.491071,0.492188,0.402191,176220800
3/18/1993,0.491071,0.496652,0.486607,0.486607,0.39763,106187200
3/19/1993,0.491071,0.493304,0.477679,0.479911,0.392159,154100800
3/22/1993,0.477679,0.481027,0.470982,0.475446,0.38851,165200000
3/23/1993,0.475446,0.482143,0.469866,0.470982,0.384862,102536000
3/24/1993,0.470982,0.484375,0.46875,0.479911,0.392159,143068800
3/25/1993,0.479911,0.488839,0.477679,0.488839,0.399454,171046400
3/26/1993,0.488839,0.488839,0.46875,0.475446,0.38851,151760000
3/29/1993,0.466518,0.46875,0.453125,0.455357,0.372094,261710400
3/30/1993,0.456473,0.466518,0.448661,0.466518,0.381215,264051200
3/31/1993,0.46875,0.470982,0.457589,0.459821,0.375742,223036800
04/01/1993,0.457589,0.464286,0.455357,0.462054,0.377567,108203200
04/02/1993,0.450893,0.457589,0.441964,0.447545,0.365711,253792000
04/05/1993,0.446429,0.450893,0.441964,0.446429,0.364799,149172800
04/06/1993,0.446429,0.448661,0.435268,0.435268,0.355679,168369600
04/07/1993,0.4375,0.453125,0.433036,0.450893,0.368447,162848000
04/08/1993,0.446429,0.450893,0.4375,0.444196,0.362974,163430400
04/12/1993,0.441964,0.455357,0.441964,0.446429,0.364799,93049600
4/13/1993,0.450893,0.457589,0.430804,0.433036,0.353855,164483200
4/14/1993,0.430804,0.435268,0.425223,0.435268,0.355679,170060800
4/15/1993,0.430804,0.430804,0.417411,0.421875,0.344734,218702400
4/16/1993,0.430804,0.435268,0.422991,0.429688,0.351119,686795200
4/19/1993,0.433036,0.441964,0.430804,0.433036,0.353855,227864000
4/20/1993,0.435268,0.448661,0.430804,0.446429,0.364799,240049600
4/21/1993,0.448661,0.453125,0.439732,0.44308,0.362062,205273600
4/22/1993,0.439732,0.450893,0.4375,0.446429,0.364799,157673600
4/23/1993,0.444196,0.448661,0.435268,0.439732,0.359326,134142400
4/26/1993,0.439732,0.444196,0.433036,0.4375,0.357502,102804800
4/27/1993,0.435268,0.448661,0.435268,0.448661,0.366623,129673600
4/28/1993,0.444196,0.464286,0.444196,0.458705,0.37483,163240000
4/29/1993,0.459821,0.462054,0.447545,0.453125,0.37027,82443200
4/30/1993,0.453125,0.46875,0.453125,0.457589,0.373918,132339200
05/03/1993,0.457589,0.464286,0.455357,0.46317,0.378479,65184000
05/04/1993,0.466518,0.484375,0.464286,0.476563,0.389423,170822400
05/05/1993,0.473214,0.495536,0.473214,0.486607,0.39763,253064000
05/06/1993,0.486607,0.488839,0.477679,0.479911,0.392159,70459200
05/07/1993,0.477679,0.488839,0.477679,0.488839,0.399454,81894400
05/10/1993,0.491071,0.498884,0.491071,0.491071,0.401278,137928000
05/11/1993,0.491071,0.493304,0.482143,0.486607,0.39763,158379200
